pH,TDS,Turbidity,Temp,Season,KNN_Status,Recommended_Crop
7.14,572,2,28,Summer,Normal,Sweet Orange
6.21,1191,4,25,Rabi,Normal,Chillies
9.12,405,21,27,Kharif,Abnormal,No Crops Suitable
5.44,1924,7,11,Rabi,Abnormal,No Crops Suitable
5.68,1721,46,12,Kharif,Abnormal,No Crops Suitable
9.42,439,25,33,Rabi,Abnormal,No Crops Suitable
6.41,1627,35,17,Kharif,Abnormal,No Crops Suitable
7.41,970,7,23,Summer,Normal,Banana
8.98,296,5,20,Rabi,Normal,Bengal Gram
8.25,1336,31,38,Summer,Abnormal,No Crops Suitable
6.3,485,0,28,Summer,Normal,Sweet Orange
7.57,599,10,17,Rabi,Abnormal,No Crops Suitable
4.63,599,8,23,Kharif,Abnormal,No Crops Suitable
7.29,977,3,27,Summer,Normal,Banana
6.64,636,2,22,Kharif,Normal,Red Gram
7.34,1258,5,21,Rabi,Normal,Sunflower
6.49,1163,9,20,Rabi,Normal,Chillies
7.3,785,1,17,Rabi,Normal,Bengal Gram
6.6,1310,5,24,Kharif,Normal,Cotton
6.25,589,4,20,Rabi,Normal,Sunflower
6.59,1517,6,30,Summer,Normal,Pomegranate
6.27,1322,8,26,Rabi,Normal,Jowar
7.76,1915,20,35,Summer,Abnormal,No Crops Suitable
6.68,589,3,28,Rabi,Normal,Jowar
7.18,766,6,21,Summer,Normal,Banana
8.7,742,34,15,Kharif,Abnormal,No Crops Suitable
6.1,708,3,14,Rabi,Normal,Onion
5.82,590,4,34,Kharif,Normal,Paddy
6.73,1541,5,21,Summer,Normal,Tomato
5.93,902,8,24,Kharif,Normal,Castor
5.33,467,0,24,Kharif,Normal,Castor
6.52,972,4,31,Summer,Normal,Sweet Orange
9.24,282,36,35,Rabi,Abnormal,No Crops Suitable
6.02,514,6,21,Kharif,Normal,Maize
6.6,1157,4,29,Summer,Normal,Mango
4.87,1726,14,34,Summer,Abnormal,No Crops Suitable
7.6,1465,10,34,Summer,Normal,Pomegranate
6.7,568,3,23,Rabi,Normal,Bengal Gram
5.12,1096,2,26,Kharif,Normal,Castor
6.17,1433,9,41,Kharif,Abnormal,No Crops Suitable
4.51,2347,19,41,Summer,Abnormal,No Crops Suitable
7.79,2200,35,19,Rabi,Abnormal,No Crops Suitable
6.54,655,7,30,Summer,Normal,Banana
6.74,601,5,20,Rabi,Normal,Onion
6.1,562,1,21,Rabi,Normal,Bengal Gram
7.24,616,5,24,Summer,Normal,Mango
6.0,2930,44,24,Kharif,Abnormal,No Crops Suitable
7.05,499,8,28,Kharif,Normal,Red Gram
7.75,2725,3,24,Summer,Abnormal,No Crops Suitable
7.66,2363,49,16,Rabi,Abnormal,No Crops Suitable
6.68,309,0,18,Rabi,Normal,Onion
6.58,1043,6,26,Kharif,Normal,Cotton
9.05,281,19,45,Summer,Abnormal,No Crops Suitable
9.37,2218,18,34,Kharif,Abnormal,No Crops Suitable
9.05,2737,7,29,Rabi,Abnormal,No Crops Suitable
5.22,371,8,20,Kharif,Normal,Castor
7.39,1797,8,29,Summer,Normal,Pomegranate
7.17,309,5,15,Rabi,Normal,Bengal Gram
4.44,2827,11,27,Kharif,Abnormal,No Crops Suitable
5.13,1487,28,29,Kharif,Abnormal,No Crops Suitable
6.21,1452,8,26,Rabi,Normal,Chillies
5.63,1736,2,21,Summer,Normal,Tomato
6.74,849,6,22,Rabi,Normal,Sunflower
7.83,1597,1,20,Rabi,Abnormal,No Crops Suitable
6.64,923,5,30,Rabi,Normal,Jowar
6.15,379,3,28,Summer,Normal,Mango
6.95,731,44,31,Summer,Abnormal,No Crops Suitable
5.75,529,3,20,Kharif,Normal,Maize
6.42,649,11,22,Kharif,Normal,Cotton
6.91,309,1,26,Summer,Normal,Banana
6.03,375,1,24,Rabi,Normal,Chillies
6.98,489,2,33,Summer,Normal,Sweet Orange
8.04,426,47,15,Summer,Abnormal,No Crops Suitable
8.85,1734,46,33,Summer,Abnormal,No Crops Suitable
5.94,607,0,31,Kharif,Normal,Paddy
7.06,578,2,25,Rabi,Normal,Jowar
7.74,922,10,22,Kharif,Normal,Cotton
6.62,1845,35,20,Summer,Abnormal,No Crops Suitable
6.89,2243,14,35,Kharif,Abnormal,No Crops Suitable
6.45,823,8,28,Rabi,Normal,Chillies
7.26,489,5,30,Summer,Normal,Mango
6.75,326,14,12,Summer,Abnormal,No Crops Suitable
6.75,1968,7,23,Summer,Normal,Tomato
5.04,2601,15,45,Kharif,Abnormal,No Crops Suitable
9.49,205,4,18,Kharif,Abnormal,No Crops Suitable
5.67,1678,15,13,Rabi,Abnormal,No Crops Suitable
4.79,2726,47,19,Summer,Abnormal,No Crops Suitable
5.73,517,5,20,Kharif,Normal,Paddy
7.65,426,5,27,Kharif,Normal,Red Gram
5.92,710,2,27,Kharif,Normal,Maize
6.91,886,30,16,Summer,Abnormal,No Crops Suitable
9.47,386,8,25,Kharif,Abnormal,No Crops Suitable
6.11,321,3,30,Rabi,Normal,Chillies
4.65,356,2,15,Kharif,Abnormal,No Crops Suitable
6.72,608,0,22,Rabi,Normal,Sunflower
8.31,974,30,28,Summer,Abnormal,No Crops Suitable
5.8,651,40,13,Summer,Abnormal,No Crops Suitable
6.72,899,9,25,Kharif,Normal,Groundnut
9.39,2679,8,10,Summer,Abnormal,No Crops Suitable
6.67,1048,3,23,Kharif,Normal,Cotton
8.04,1028,8,30,Rabi,Normal,Jowar
8.58,1102,5,13,Rabi,Abnormal,No Crops Suitable
8.02,980,36,15,Kharif,Abnormal,No Crops Suitable
6.56,635,4,22,Rabi,Normal,Bengal Gram
8.28,324,46,39,Kharif,Abnormal,No Crops Suitable
7.41,1075,9,17,Kharif,Abnormal,No Crops Suitable
8.4,538,3,18,Rabi,Normal,Bengal Gram
6.39,424,34,16,Summer,Abnormal,No Crops Suitable
5.86,1302,9,19,Kharif,Abnormal,No Crops Suitable
4.39,2600,9,13,Kharif,Abnormal,No Crops Suitable
8.28,630,12,26,Rabi,Normal,Jowar
7.0,2489,0,44,Rabi,Abnormal,No Crops Suitable
6.53,498,10,27,Kharif,Normal,Groundnut
7.79,860,9,32,Kharif,Normal,Cotton
4.5,2312,41,29,Kharif,Abnormal,No Crops Suitable
5.75,1687,21,17,Kharif,Abnormal,No Crops Suitable
7.44,545,3,23,Rabi,Normal,Sunflower
6.24,569,0,26,Kharif,Normal,Paddy
5.8,2052,41,15,Kharif,Abnormal,No Crops Suitable
7.37,366,7,27,Summer,Normal,Banana
6.98,1214,4,30,Summer,Normal,Pomegranate
7.45,483,2,22,Rabi,Normal,Bengal Gram
7.2,1323,10,30,Summer,Normal,Pomegranate
8.51,332,14,17,Rabi,Abnormal,No Crops Suitable
6.7,720,10,21,Kharif,Normal,Red Gram
4.21,2668,43,38,Summer,Abnormal,No Crops Suitable
6.93,1331,0,27,Summer,Normal,Banana
5.97,338,46,40,Kharif,Abnormal,No Crops Suitable
7.58,350,33,17,Kharif,Abnormal,No Crops Suitable
6.29,557,2,34,Summer,Normal,Sweet Orange
5.99,2536,38,45,Summer,Abnormal,No Crops Suitable
9.69,2333,0,34,Summer,Abnormal,No Crops Suitable
4.95,1133,12,43,Kharif,Abnormal,No Crops Suitable
7.01,1142,6,33,Rabi,Abnormal,No Crops Suitable
6.68,1211,9,24,Summer,Normal,Banana
6.03,757,4,29,Kharif,Normal,Cotton
8.03,952,6,40,Rabi,Abnormal,No Crops Suitable
7.01,784,2,27,Kharif,Normal,Red Gram
6.21,2063,17,34,Kharif,Abnormal,No Crops Suitable
6.17,532,0,33,Kharif,Normal,Paddy
9.58,264,12,37,Summer,Abnormal,No Crops Suitable
4.71,2158,25,33,Summer,Abnormal,No Crops Suitable
4.41,2398,37,38,Summer,Abnormal,No Crops Suitable
9.23,2359,15,22,Kharif,Abnormal,No Crops Suitable
4.69,1461,48,12,Summer,Abnormal,No Crops Suitable
8.72,2832,1,45,Kharif,Abnormal,No Crops Suitable
7.01,675,10,28,Kharif,Normal,Red Gram
6.96,930,9,26,Kharif,Normal,Maize
7.33,1033,7,27,Kharif,Normal,Maize
5.04,1147,2,21,Kharif,Normal,Castor
5.64,2834,18,27,Summer,Abnormal,No Crops Suitable
6.95,849,3,20,Rabi,Normal,Chillies
8.45,635,5,18,Rabi,Normal,Bengal Gram
5.64,737,11,20,Kharif,Normal,Paddy
5.37,230,3,10,Kharif,Abnormal,No Crops Suitable
4.79,938,13,28,Rabi,Abnormal,No Crops Suitable
8.17,2903,9,22,Summer,Abnormal,No Crops Suitable
6.59,1476,2,29,Rabi,Normal,Chillies
6.92,352,25,32,Summer,Abnormal,No Crops Suitable
7.09,771,1,25,Rabi,Normal,Bengal Gram
5.06,322,27,43,Kharif,Abnormal,No Crops Suitable
8.67,1515,35,41,Rabi,Abnormal,No Crops Suitable
5.67,2108,19,21,Kharif,Abnormal,No Crops Suitable
6.02,1244,10,24,Summer,Normal,Tomato
6.36,795,28,42,Rabi,Abnormal,No Crops Suitable
6.53,876,2,21,Summer,Normal,Banana
6.23,697,5,24,Summer,Normal,Mango
6.26,867,30,19,Rabi,Abnormal,No Crops Suitable
7.91,1917,6,42,Kharif,Abnormal,No Crops Suitable
6.34,831,3,24,Rabi,Normal,Onion
8.98,2776,22,33,Summer,Abnormal,No Crops Suitable
5.96,288,28,42,Kharif,Abnormal,No Crops Suitable
8.35,899,34,26,Summer,Abnormal,No Crops Suitable
7.63,1212,35,39,Rabi,Abnormal,No Crops Suitable
9.87,1879,37,32,Rabi,Abnormal,No Crops Suitable
6.12,1206,0,30,Rabi,Normal,Chillies
6.87,1940,50,39,Rabi,Abnormal,No Crops Suitable
6.51,772,8,21,Rabi,Normal,Sunflower
7.42,1939,9,20,Kharif,Abnormal,No Crops Suitable
6.93,340,5,19,Rabi,Normal,Onion
9.73,1056,21,26,Kharif,Abnormal,No Crops Suitable
5.65,1080,1,28,Summer,Normal,Mango
8.3,2825,14,21,Kharif,Abnormal,No Crops Suitable
6.14,720,10,28,Kharif,Normal,Paddy
6.84,472,5,28,Summer,Normal,Sweet Orange
6.68,845,11,42,Rabi,Abnormal,No Crops Suitable
6.53,1003,5,33,Summer,Normal,Pomegranate
6.8,341,4,19,Kharif,Normal,Maize
9.9,2694,32,39,Kharif,Abnormal,No Crops Suitable
5.96,846,10,20,Kharif,Normal,Maize
6.55,342,2,26,Kharif,Normal,Groundnut
6.48,912,0,25,Rabi,Normal,Chillies
5.19,2182,31,29,Rabi,Abnormal,No Crops Suitable
9.38,663,29,19,Rabi,Abnormal,No Crops Suitable
9.01,2620,29,26,Summer,Abnormal,No Crops Suitable
6.81,964,5,35,Summer,Normal,Sweet Orange
4.96,667,14,39,Summer,Abnormal,No Crops Suitable
8.51,2508,42,16,Summer,Abnormal,No Crops Suitable
6.28,917,2,28,Summer,Normal,Mango
7.29,2815,30,37,Summer,Abnormal,No Crops Suitable
5.75,591,0,32,Kharif,Normal,Paddy
6.76,785,4,23,Rabi,Normal,Onion
6.55,522,11,32,Kharif,Normal,Cotton
6.96,599,3,20,Rabi,Normal,Onion
7.88,732,8,25,Kharif,Normal,Red Gram
4.42,650,21,44,Rabi,Abnormal,No Crops Suitable
8.22,338,5,15,Rabi,Normal,Bengal Gram
7.18,737,10,22,Kharif,Normal,Maize
6.77,524,2,19,Rabi,Normal,Bengal Gram
6.2,748,10,20,Rabi,Normal,Sunflower
8.92,1684,29,35,Summer,Abnormal,No Crops Suitable
7.67,1425,0,32,Rabi,Normal,Jowar
9.52,1050,7,40,Kharif,Abnormal,No Crops Suitable
6.79,599,16,31,Kharif,Normal,Cotton
4.03,377,1,28,Rabi,Abnormal,No Crops Suitable
7.2,1003,6,21,Rabi,Normal,Sunflower
5.83,1100,32,29,Kharif,Abnormal,No Crops Suitable
6.09,990,9,22,Summer,Normal,Tomato
6.63,521,3,31,Summer,Normal,Pomegranate
6.83,497,2,22,Kharif,Normal,Red Gram
7.05,618,1,22,Rabi,Normal,Bengal Gram
6.64,514,2,30,Summer,Normal,Mango
7.68,841,45,35,Summer,Abnormal,No Crops Suitable
7.47,535,5,18,Kharif,Normal,Maize
6.88,344,8,20,Summer,Normal,Banana
7.22,1451,17,32,Kharif,Normal,Cotton
8.79,579,9,10,Rabi,Abnormal,No Crops Suitable
7.5,1341,8,28,Kharif,Normal,Cotton
6.31,740,11,26,Kharif,Normal,Cotton
6.44,987,46,11,Rabi,Abnormal,No Crops Suitable
6.16,806,3,22,Rabi,Normal,Onion
5.51,370,9,34,Kharif,Normal,Paddy
9.54,948,28,16,Rabi,Abnormal,No Crops Suitable
6.11,553,8,21,Kharif,Normal,Castor
6.71,656,6,21,Summer,Normal,Tomato
9.92,1370,21,36,Rabi,Abnormal,No Crops Suitable
9.13,1393,24,42,Kharif,Abnormal,No Crops Suitable
6.23,882,4,20,Rabi,Normal,Onion
4.9,467,12,20,Summer,Abnormal,No Crops Suitable
7.11,2106,17,19,Rabi,Abnormal,No Crops Suitable
6.64,675,31,15,Summer,Abnormal,No Crops Suitable
6.01,1350,3,23,Rabi,Normal,Chillies
7.84,2656,23,34,Summer,Abnormal,No Crops Suitable
8.75,2995,12,41,Summer,Abnormal,No Crops Suitable
7.07,987,2,28,Kharif,Normal,Groundnut
8.44,1892,1,38,Kharif,Abnormal,No Crops Suitable
6.11,727,4,17,Rabi,Normal,Onion
5.67,1467,7,22,Summer,Normal,Tomato
6.52,1094,4,20,Rabi,Normal,Sunflower
5.05,966,7,21,Kharif,Normal,Castor
5.59,402,0,35,Kharif,Normal,Paddy
6.48,809,4,21,Summer,Normal,Tomato
5.52,583,0,22,Kharif,Normal,Castor
6.86,359,4,16,Rabi,Normal,Onion
6.34,761,15,26,Kharif,Normal,Cotton
8.4,1074,24,17,Kharif,Abnormal,No Crops Suitable
6.55,958,0,35,Summer,Normal,Sweet Orange
7.88,516,11,30,Rabi,Normal,Jowar
9.8,2127,40,32,Rabi,Abnormal,No Crops Suitable
8.43,1227,12,27,Summer,Abnormal,No Crops Suitable
7.04,1148,5,26,Summer,Normal,Pomegranate
6.93,1009,9,23,Kharif,Normal,Cotton
6.24,644,2,27,Summer,Normal,Mango
6.92,1233,1,34,Summer,Normal,Sweet Orange
7.05,828,39,44,Rabi,Abnormal,No Crops Suitable
6.15,303,6,29,Kharif,Normal,Groundnut
6.0,248,18,16,Rabi,Abnormal,No Crops Suitable
5.72,687,2,19,Kharif,Normal,Maize
7.23,517,7,25,Kharif,Normal,Red Gram
6.5,316,4,29,Rabi,Normal,Chillies
6.16,1764,40,33,Kharif,Abnormal,No Crops Suitable
7.66,1182,12,24,Kharif,Normal,Cotton
6.04,545,7,27,Kharif,Normal,Maize
6.1,695,9,23,Kharif,Normal,Maize
6.19,1142,1,23,Kharif,Normal,Castor
6.63,681,4,20,Kharif,Normal,Maize
7.96,1477,30,44,Kharif,Abnormal,No Crops Suitable
9.45,2573,16,28,Summer,Abnormal,No Crops Suitable
6.55,1730,44,14,Rabi,Abnormal,No Crops Suitable
7.27,412,1,20,Rabi,Normal,Bengal Gram
6.05,515,0,20,Kharif,Normal,Castor
9.77,1472,43,12,Kharif,Abnormal,No Crops Suitable
5.33,1096,2,22,Kharif,Normal,Castor
6.32,1138,6,23,Summer,Normal,Tomato
7.82,633,1,18,Rabi,Normal,Bengal Gram
6.15,797,0,27,Rabi,Normal,Chillies
6.29,808,1,32,Summer,Normal,Sweet Orange
6.61,1040,9,45,Kharif,Abnormal,No Crops Suitable
6.77,679,5,23,Rabi,Normal,Onion
6.5,1194,1,32,Rabi,Normal,Jowar
6.17,415,4,13,Rabi,Normal,Onion
6.78,2434,13,16,Rabi,Abnormal,No Crops Suitable
5.61,1507,10,21,Summer,Normal,Tomato
6.91,1776,5,28,Summer,Normal,Pomegranate
6.17,741,4,22,Kharif,Normal,Maize
9.74,2273,37,37,Summer,Abnormal,No Crops Suitable
5.07,744,10,20,Kharif,Normal,Castor
5.88,1150,4,26,Kharif,Normal,Castor
5.86,533,2,25,Kharif,Normal,Paddy
9.36,910,38,17,Rabi,Abnormal,No Crops Suitable
5.64,414,8,20,Kharif,Normal,Castor
6.51,694,4,21,Rabi,Normal,Onion
9.41,1801,37,44,Rabi,Abnormal,No Crops Suitable
9.84,454,19,11,Rabi,Abnormal,No Crops Suitable
7.23,2780,26,36,Kharif,Abnormal,No Crops Suitable
4.97,552,24,34,Summer,Abnormal,No Crops Suitable
6.53,1272,5,27,Rabi,Normal,Chillies
6.56,2171,47,44,Summer,Abnormal,No Crops Suitable
8.46,1949,48,18,Rabi,Abnormal,No Crops Suitable
6.6,569,2,23,Summer,Normal,Tomato
5.52,1702,50,26,Kharif,Abnormal,No Crops Suitable
5.2,1054,23,23,Summer,Abnormal,No Crops Suitable
9.25,2546,40,23,Rabi,Abnormal,No Crops Suitable
7.48,1722,9,30,Summer,Normal,Pomegranate
6.51,1295,1,28,Summer,Normal,Pomegranate
7.83,432,24,37,Kharif,Abnormal,No Crops Suitable
5.37,745,7,31,Kharif,Abnormal,No Crops Suitable
7.88,1959,45,25,Kharif,Abnormal,No Crops Suitable
7.53,301,3,24,Kharif,Normal,Red Gram
7.46,1341,24,26,Summer,Abnormal,No Crops Suitable
6.49,1044,1,33,Summer,Normal,Sweet Orange
7.06,610,4,25,Summer,Normal,Banana
5.61,1178,0,25,Summer,Normal,Mango
5.56,1535,19,16,Rabi,Abnormal,No Crops Suitable
4.16,1385,35,45,Summer,Abnormal,No Crops Suitable
5.34,2465,10,40,Summer,Abnormal,No Crops Suitable
9.28,1701,3,26,Kharif,Abnormal,No Crops Suitable
9.17,709,3,19,Kharif,Abnormal,No Crops Suitable
6.45,692,7,21,Rabi,Normal,Sunflower
5.57,2335,26,17,Rabi,Abnormal,No Crops Suitable
6.4,426,3,15,Rabi,Normal,Onion
4.52,599,46,26,Summer,Abnormal,No Crops Suitable
8.08,669,17,43,Summer,Abnormal,No Crops Suitable
9.94,406,20,21,Rabi,Abnormal,No Crops Suitable
6.43,462,0,25,Kharif,Normal,Castor
6.81,601,3,24,Rabi,Normal,Chillies
6.47,540,10,21,Rabi,Normal,Sunflower
7.11,1312,34,20,Summer,Abnormal,No Crops Suitable
5.42,392,1,24,Kharif,Normal,Castor
5.5,414,22,37,Rabi,Abnormal,No Crops Suitable
8.02,311,5,25,Rabi,Normal,Bengal Gram
6.64,1347,10,25,Rabi,Normal,Chillies
6.63,980,1,22,Kharif,Normal,Cotton
7.18,398,5,28,Kharif,Normal,Cotton
6.02,352,1,21,Kharif,Normal,Castor
9.67,308,0,21,Kharif,Abnormal,No Crops Suitable
7.75,2160,45,21,Kharif,Abnormal,No Crops Suitable
6.67,724,3,18,Rabi,Normal,Onion
6.27,2445,10,36,Rabi,Abnormal,No Crops Suitable
7.57,599,6,27,Kharif,Normal,Red Gram
6.9,984,1,22,Kharif,Normal,Cotton
6.45,1120,6,24,Rabi,Normal,Sunflower
6.41,653,4,16,Rabi,Normal,Bengal Gram
7.19,1689,8,34,Summer,Normal,Pomegranate
5.63,410,1,21,Kharif,Normal,Castor
5.3,2192,2,36,Kharif,Abnormal,No Crops Suitable
6.54,948,2,21,Summer,Normal,Tomato
7.02,1050,28,44,Rabi,Abnormal,No Crops Suitable
5.4,2293,21,19,Summer,Abnormal,No Crops Suitable
8.75,1356,20,23,Summer,Abnormal,No Crops Suitable
7.66,1410,4,25,Kharif,Normal,Cotton
5.65,852,0,25,Kharif,Normal,Maize
6.16,1212,22,29,Summer,Abnormal,No Crops Suitable
7.63,670,4,15,Rabi,Normal,Bengal Gram
4.18,425,0,44,Kharif,Abnormal,No Crops Suitable
6.07,402,7,20,Rabi,Normal,Chillies
5.14,885,31,42,Kharif,Abnormal,No Crops Suitable
7.89,1100,1,22,Kharif,Normal,Cotton
5.74,1620,7,31,Summer,Abnormal,No Crops Suitable
6.5,959,7,27,Kharif,Normal,Groundnut
5.08,797,6,23,Kharif,Normal,Castor
6.23,418,2,30,Kharif,Normal,Paddy
4.48,1430,20,19,Kharif,Abnormal,No Crops Suitable
4.66,513,45,17,Rabi,Abnormal,No Crops Suitable
5.73,1000,1,21,Summer,Normal,Tomato
7.04,506,5,22,Kharif,Normal,Maize
5.56,532,10,29,Kharif,Normal,Paddy
8.85,2512,41,11,Kharif,Abnormal,No Crops Suitable
6.04,528,43,28,Summer,Abnormal,No Crops Suitable
6.52,1843,5,22,Summer,Normal,Tomato
7.0,789,6,26,Summer,Normal,Banana
5.64,891,5,25,Summer,Normal,Mango
4.49,207,17,36,Rabi,Abnormal,No Crops Suitable
6.69,859,5,34,Summer,Normal,Sweet Orange
5.95,602,35,24,Summer,Abnormal,No Crops Suitable
7.15,1179,38,41,Summer,Abnormal,No Crops Suitable
7.0,560,7,26,Summer,Normal,Pomegranate
4.74,624,30,15,Rabi,Abnormal,No Crops Suitable
6.06,2477,2,24,Summer,Normal,Tomato
9.67,2102,26,36,Summer,Abnormal,No Crops Suitable
6.77,2779,48,15,Kharif,Abnormal,No Crops Suitable
7.24,964,3,30,Summer,Normal,Sweet Orange
5.75,1272,41,34,Kharif,Abnormal,No Crops Suitable
4.67,528,35,37,Kharif,Abnormal,No Crops Suitable
6.6,869,1,23,Rabi,Normal,Sunflower
9.02,2982,0,25,Kharif,Abnormal,No Crops Suitable
8.41,2654,1,33,Summer,Abnormal,No Crops Suitable
7.07,1104,7,23,Rabi,Normal,Sunflower
5.77,2749,33,43,Rabi,Abnormal,No Crops Suitable
9.0,2981,21,41,Summer,Abnormal,No Crops Suitable
8.06,2544,7,28,Summer,Abnormal,No Crops Suitable
6.63,733,5,25,Kharif,Normal,Red Gram
8.24,2328,43,21,Kharif,Abnormal,No Crops Suitable
7.91,1799,9,25,Summer,Normal,Pomegranate
4.23,485,46,15,Kharif,Abnormal,No Crops Suitable
6.97,668,3,23,Kharif,Normal,Red Gram
6.08,2589,38,30,Summer,Abnormal,No Crops Suitable
7.24,450,3,25,Rabi,Normal,Bengal Gram
5.54,322,0,23,Kharif,Normal,Castor
7.06,660,1,29,Summer,Normal,Mango
5.07,1135,26,13,Summer,Abnormal,No Crops Suitable
6.16,571,6,26,Kharif,Normal,Groundnut
8.42,445,8,30,Rabi,Normal,Jowar
6.65,751,0,29,Rabi,Normal,Jowar
8.28,2357,18,24,Rabi,Abnormal,No Crops Suitable
4.32,1938,44,44,Kharif,Abnormal,No Crops Suitable
4.3,2925,8,34,Kharif,Abnormal,No Crops Suitable
6.94,995,10,19,Kharif,Normal,Maize
6.66,575,5,30,Summer,Normal,Sweet Orange
5.12,486,8,23,Kharif,Normal,Castor
5.85,2735,10,35,Rabi,Abnormal,No Crops Suitable
5.66,1189,3,26,Summer,Normal,Mango
9.86,924,25,43,Rabi,Abnormal,No Crops Suitable
5.62,355,0,30,Summer,Normal,Mango
7.87,773,45,42,Kharif,Abnormal,No Crops Suitable
6.72,812,7,21,Kharif,Normal,Maize
7.13,1551,12,12,Rabi,Abnormal,No Crops Suitable
4.57,571,50,16,Kharif,Abnormal,No Crops Suitable
8.07,1937,10,21,Rabi,Abnormal,No Crops Suitable
6.97,554,5,28,Kharif,Normal,Groundnut
6.22,474,0,27,Kharif,Normal,Maize
7.15,695,4,30,Summer,Normal,Banana
5.0,2487,50,16,Rabi,Abnormal,No Crops Suitable
5.71,484,36,39,Summer,Abnormal,No Crops Suitable
6.45,2690,0,45,Summer,Abnormal,No Crops Suitable
6.67,2714,48,19,Summer,Abnormal,No Crops Suitable
4.7,2929,45,25,Rabi,Abnormal,No Crops Suitable
7.65,580,12,13,Kharif,Abnormal,No Crops Suitable
5.74,561,9,26,Kharif,Normal,Maize
7.28,361,4,25,Rabi,Normal,Bengal Gram
7.23,501,1,27,Summer,Normal,Sweet Orange
7.69,667,10,27,Summer,Normal,Pomegranate
7.14,581,5,27,Kharif,Normal,Groundnut
6.67,733,1,22,Rabi,Normal,Sunflower
7.47,995,13,32,Rabi,Normal,Jowar
6.73,528,6,24,Kharif,Normal,Cotton
6.66,704,3,24,Summer,Normal,Mango
7.39,457,0,41,Summer,Abnormal,No Crops Suitable
6.47,988,6,26,Kharif,Normal,Groundnut
7.76,573,5,27,Summer,Normal,Pomegranate
8.25,1230,10,31,Rabi,Normal,Jowar
8.33,2598,48,10,Summer,Abnormal,No Crops Suitable
5.78,1255,8,23,Kharif,Abnormal,No Crops Suitable
5.78,371,2,22,Kharif,Normal,Maize
5.59,1979,0,21,Summer,Normal,Tomato
8.12,762,4,20,Rabi,Normal,Bengal Gram
7.3,425,4,32,Kharif,Normal,Cotton
5.68,1224,5,23,Summer,Normal,Tomato
4.36,1759,46,10,Summer,Abnormal,No Crops Suitable
4.86,1646,44,16,Rabi,Abnormal,No Crops Suitable
6.26,687,3,23,Rabi,Normal,Onion
6.98,1062,9,15,Kharif,Abnormal,No Crops Suitable
8.45,1448,40,22,Summer,Abnormal,No Crops Suitable
9.62,1077,20,20,Rabi,Abnormal,No Crops Suitable
7.04,1275,3,26,Rabi,Normal,Jowar
6.26,458,5,26,Kharif,Normal,Castor
7.31,996,5,26,Kharif,Normal,Cotton
5.45,588,5,20,Kharif,Normal,Castor
4.75,303,7,12,Summer,Abnormal,No Crops Suitable
7.18,1590,22,21,Rabi,Abnormal,No Crops Suitable
6.2,2650,22,29,Rabi,Abnormal,No Crops Suitable
9.3,901,19,36,Kharif,Abnormal,No Crops Suitable
6.96,466,8,21,Kharif,Normal,Cotton
5.92,2998,38,34,Rabi,Abnormal,No Crops Suitable
6.22,1583,0,28,Kharif,Abnormal,No Crops Suitable
6.6,1040,48,17,Summer,Abnormal,No Crops Suitable
6.82,422,4,22,Summer,Normal,Banana
5.97,2990,28,23,Kharif,Abnormal,No Crops Suitable
6.84,1056,5,26,Summer,Normal,Sweet Orange
6.79,2981,22,19,Kharif,Abnormal,No Crops Suitable
6.48,591,5,33,Summer,Normal,Sweet Orange
6.41,1092,5,25,Kharif,Normal,Maize
6.65,2400,6,22,Summer,Normal,Tomato
5.71,1134,1,22,Summer,Normal,Tomato
7.34,2759,11,14,Summer,Abnormal,No Crops Suitable
7.47,673,50,33,Rabi,Abnormal,No Crops Suitable
6.31,610,3,27,Kharif,Normal,Groundnut
5.93,795,5,17,Rabi,Abnormal,No Crops Suitable
4.2,354,13,16,Summer,Abnormal,No Crops Suitable
6.78,2255,1,35,Summer,Abnormal,No Crops Suitable
5.07,1921,4,43,Kharif,Abnormal,No Crops Suitable
7.15,2015,34,22,Rabi,Abnormal,No Crops Suitable
9.98,2824,2,17,Summer,Abnormal,No Crops Suitable
6.21,1456,12,27,Kharif,Normal,Cotton
8.86,2773,25,35,Summer,Abnormal,No Crops Suitable
7.7,579,1,36,Rabi,Abnormal,No Crops Suitable
6.32,534,1,25,Rabi,Normal,Bengal Gram
4.54,765,5,14,Summer,Abnormal,No Crops Suitable
7.93,2349,45,37,Kharif,Abnormal,No Crops Suitable
9.89,837,30,16,Kharif,Abnormal,No Crops Suitable
6.41,528,5,33,Kharif,Normal,Paddy
4.93,2003,28,21,Rabi,Abnormal,No Crops Suitable
7.15,1286,16,32,Kharif,Normal,Cotton
8.52,1101,4,40,Rabi,Abnormal,No Crops Suitable
7.49,1335,4,25,Summer,Normal,Sweet Orange
6.14,1392,0,29,Kharif,Normal,Cotton
7.19,290,26,34,Summer,Abnormal,No Crops Suitable
7.16,1091,8,33,Summer,Normal,Pomegranate
6.19,696,4,22,Summer,Normal,Tomato
5.25,2435,8,34,Summer,Abnormal,No Crops Suitable
6.55,2321,28,13,Kharif,Abnormal,No Crops Suitable
9.38,2240,24,24,Kharif,Abnormal,No Crops Suitable
9.05,2150,12,33,Rabi,Abnormal,No Crops Suitable
7.97,532,13,27,Rabi,Normal,Jowar
8.06,727,5,23,Rabi,Normal,Bengal Gram
8.0,542,1,26,Kharif,Normal,Red Gram
