temperature,turbidity,tds,ph,result
17,33,4,12,2
16,73,12,13,2
16,25,5,8,2
16,51,10,4,2
23,49,11,6,2
20,68,4,6,2
19,79,12,3,2
35,55,9,10,2
39,64,5,6,2
34,74,11,8,2
31,66,12,12,1
37,64,5,5,2
26,46,6,9,2
37,70,11,1,2
38,80,6,10,2
33,21,11,7,2
25,47,8,3,2
19,62,9,9,2
26,66,8,4,2
31,40,3,12,2
31,26,8,11,1
38,31,2,14,2
26,63,1,2,2
32,37,5,3,2
27,44,11,7,2
24,24,8,2,2
28,31,7,12,1
24,42,2,10,2
23,45,9,10,1
20,67,10,4,2
15,57,6,2,2
28,77,11,12,2
15,63,3,2,2
28,51,1,9,2
32,29,11,5,2
33,38,7,2,2
23,60,4,6,2
29,73,3,2,2
21,50,3,3,2
36,66,10,12,2
19,32,5,12,2
16,70,5,12,2
15,62,8,13,1
40,56,12,9,2
31,41,11,12,1
23,78,9,6,2
28,71,11,5,2
25,50,12,3,2
37,41,3,2,2
27,69,7,1,2
33,50,6,8,2
37,69,8,2,2
32,43,12,9,2
24,48,11,13,1
23,65,10,2,2
29,56,10,5,2
29,71,11,4,2
23,38,4,10,2
37,41,2,9,2
20,68,4,13,2
22,44,10,12,1
17,77,9,4,2
23,59,7,4,2
16,69,8,1,2
35,27,8,3,2
23,72,2,13,2
34,75,7,10,2
27,50,11,8,2
27,49,7,13,1
25,24,10,5,2
24,21,12,2,2
22,31,1,6,2
38,40,2,8,2
35,57,4,1,2
34,31,8,4,2
32,39,4,5,2
15,64,4,11,2
27,72,8,1,2
35,31,6,8,2
28,46,10,9,0
31,27,12,12,1
29,57,10,4,2
19,31,5,9,2
32,74,6,9,2
37,38,7,10,2
40,33,12,7,2
28,26,8,8,0
34,73,10,2,2
32,35,12,11,1
35,24,1,11,2
23,26,6,1,2
18,39,2,5,2
27,27,11,1,2
27,22,12,13,1
30,59,2,6,2
40,46,10,7,2
32,39,6,4,2
20,20,11,5,2
37,32,9,8,2
19,35,5,9,2
19,69,8,2,2
31,22,4,12,2
27,68,12,14,1
34,21,7,1,2
31,39,1,5,2
15,68,12,10,1
32,46,1,10,2
35,58,10,4,2
24,43,11,10,1
19,20,2,2,2
24,41,7,1,2
17,63,6,13,1
32,29,6,11,1
35,71,11,14,2
21,47,10,8,0
33,75,8,3,2
33,41,11,12,1
24,78,1,2,2
33,49,8,4,2
38,41,3,10,2
22,32,10,1,2
33,32,7,9,2
26,71,11,3,2
21,55,7,10,1
25,64,1,9,2
38,38,5,7,2
17,50,3,13,2
18,33,12,14,1
34,27,3,13,2
38,35,7,14,2
39,35,3,14,2
17,43,9,14,1
18,37,12,13,1
18,74,6,2,2
37,27,2,5,2
22,65,6,6,2
15,26,2,10,2
32,20,2,9,2
38,80,7,13,2
35,46,4,2,2
31,64,9,10,1
23,60,11,2,2
31,26,11,3,2
24,31,7,10,1
25,41,3,5,2
18,80,7,7,2
17,29,11,12,1
20,43,3,14,2
36,59,5,14,2
33,49,6,13,1
17,39,8,5,2
39,28,7,13,2
35,33,2,14,2
39,35,4,3,2
38,30,8,8,2
22,32,3,14,2
31,61,11,1,2
27,52,9,10,1
32,39,5,6,2
28,38,3,2,2
39,73,7,10,2
37,21,6,5,2
18,26,12,5,2
34,79,4,4,2
36,47,3,8,2
40,78,3,3,2
31,47,6,2,2
21,59,5,12,2
36,49,7,9,2
40,31,1,3,2
18,46,1,14,2
38,30,9,3,2
29,46,3,11,2
33,24,11,1,2
15,59,4,14,2
25,80,4,13,2
19,64,7,3,2
40,45,9,13,2
39,68,7,14,2
39,47,3,1,2
31,59,11,13,1
35,64,3,6,2
29,58,2,3,2
34,71,3,13,2
35,78,11,12,2
30,69,7,3,2
28,28,4,9,2
19,28,8,6,2
21,73,9,10,2
36,43,11,13,2
15,79,5,10,2
21,22,1,8,2
18,31,1,9,2
31,38,8,10,1
18,64,7,14,1
15,62,4,12,2
25,72,5,13,2
30,23,12,10,1
18,30,5,3,2
24,77,8,7,2
27,24,2,10,2
23,53,1,13,2
35,44,6,1,2
17,63,5,5,2
30,74,11,13,2
20,58,10,3,2
32,45,4,14,2
22,29,12,11,1
31,50,2,3,2
30,69,9,14,1
24,21,7,3,2
36,47,8,1,2
16,23,1,4,2
30,61,10,4,2
35,46,7,13,2
18,53,6,1,2
35,75,11,14,2
34,32,3,9,2
36,52,10,12,2
34,39,7,4,2
36,72,5,11,2
27,44,4,6,2
36,47,7,12,2
33,24,3,1,2
27,71,2,1,2
38,52,11,1,2
23,60,1,12,2
40,25,2,3,2
21,23,7,9,2
23,42,11,5,2
34,25,9,1,2
30,57,2,13,2
28,26,10,14,1
22,20,11,13,1
20,39,1,12,2
24,40,1,12,2
22,77,7,11,2
37,79,11,12,2
21,34,7,4,2
19,20,6,10,1
40,30,6,8,2
21,62,3,3,2
29,63,7,6,2
28,39,1,3,2
26,37,1,5,2
39,24,2,11,2
16,67,2,9,2
18,58,11,4,2
36,58,8,6,2
21,22,7,12,1
27,21,10,6,2
35,33,7,5,2
25,73,6,14,2
26,65,2,3,2
16,30,4,3,2
34,71,10,6,2
18,32,9,11,1
32,30,5,6,2
34,71,1,5,2
21,34,11,1,2
20,35,5,3,2
21,25,11,3,2
18,51,6,6,2
39,66,11,10,2
39,59,1,5,2
25,70,4,9,2
26,77,8,8,2
29,75,12,7,2
31,45,12,14,1
33,56,2,9,2
20,22,11,1,2
17,23,9,8,0
39,36,9,5,2
29,74,8,13,2
35,66,10,8,2
25,78,8,11,2
36,35,7,9,2
19,37,2,1,2
35,40,6,6,2
37,57,8,11,2
30,70,10,9,2
19,37,8,8,0
35,49,6,14,2
15,47,4,4,2
27,69,8,13,1
25,79,1,11,2
21,74,4,9,2
19,55,9,5,2
16,51,10,11,1
22,67,6,7,2
18,63,9,10,1
23,43,5,8,2
26,49,6,8,2
39,75,10,8,2
39,48,12,13,2
38,42,2,14,2
35,21,5,8,2
30,49,2,6,2
32,68,12,6,2
22,62,7,8,2
25,56,2,4,2
19,46,9,5,2
33,40,2,10,2
23,74,9,10,2
29,55,1,2,2
24,54,11,12,1
32,36,1,8,2
29,67,1,9,2
20,58,7,2,2
27,69,7,9,2
36,61,11,12,2
32,28,11,6,2
22,25,3,3,2
32,40,3,13,2
15,59,3,7,2
29,64,5,14,2
24,61,11,3,2
27,28,12,3,2
29,73,10,6,2
35,80,9,8,2
22,75,11,3,2
39,42,2,13,2
33,72,7,6,2
31,25,6,12,1
22,52,8,12,1
30,57,10,13,1
36,48,4,13,2
17,46,8,9,0
40,51,3,12,2
26,78,10,6,2
22,37,12,1,2
33,44,10,11,1
23,46,1,2,2
26,32,10,13,1
28,49,2,3,2
37,41,1,3,2
21,45,11,7,2
29,68,3,8,2
19,24,5,3,2
37,34,4,12,2
36,65,5,9,2
16,44,3,3,2
35,52,5,12,2
16,27,12,14,1
31,47,3,10,2
26,64,3,12,2
24,72,5,5,2
19,35,12,3,2
27,78,8,14,2
32,75,10,1,2
36,47,8,12,2
26,38,5,2,2
40,55,6,10,2
23,53,8,8,2
27,33,4,9,2
25,46,1,7,2
29,73,6,10,2
25,32,8,2,2
36,55,11,8,2
18,79,2,2,2
31,75,5,5,2
37,65,10,14,2
27,64,2,7,2
32,67,11,1,2
22,33,1,11,2
28,21,1,13,2
39,52,12,13,2
36,25,3,11,2
39,28,9,4,2
25,24,8,4,2
35,38,8,3,2
24,67,10,1,2
18,25,11,3,2
33,46,7,5,2
18,75,4,11,2
32,72,8,13,2
17,60,3,7,2
20,65,10,11,1
40,71,1,7,2
17,75,7,4,2
19,48,9,8,0
21,78,9,11,2
28,41,4,6,2
29,59,7,3,2
23,26,4,10,2
39,45,10,1,2
39,70,9,9,2
34,39,5,5,2
34,53,3,3,2
28,77,7,11,2
20,79,11,11,2
33,54,6,4,2
27,41,12,1,2
36,62,11,13,2
18,39,4,12,2
15,24,2,13,2
39,68,3,14,2
39,52,12,9,2
33,57,3,9,2
23,40,9,3,2
32,71,2,11,2
17,78,7,4,2
23,55,10,3,2
16,72,6,2,2
40,39,5,1,2
28,71,9,11,2
20,42,5,10,2
25,66,8,13,1
24,76,10,10,2
35,67,9,2,2
17,34,8,6,2
28,52,11,6,2
22,43,6,4,2
39,41,4,3,2
22,68,1,3,2
17,68,9,6,2
24,26,9,9,0
15,25,1,3,2
26,57,5,11,2
18,56,1,9,2
30,67,10,2,2
19,28,1,5,2
26,65,4,8,2
20,61,12,4,2
38,67,9,3,2
33,64,7,11,1
17,25,6,9,2
38,52,4,8,2
37,35,11,13,2
19,71,6,4,2
37,25,4,4,2
40,73,7,3,2
38,59,3,2,2
32,71,12,13,2
35,74,1,3,2
25,41,9,2,2
29,27,7,2,2
25,61,11,2,2
18,49,1,7,2
35,63,2,4,2
35,27,2,10,2
29,60,12,13,1
33,28,5,10,2
31,59,12,3,2
30,42,7,14,1
30,79,1,12,2
31,59,8,9,2
24,28,5,9,2
23,74,2,2,2
16,59,1,4,2
22,66,11,14,1
17,61,4,5,2
24,24,2,8,2
29,78,12,2,2
19,38,8,14,1
29,64,4,6,2
34,76,10,13,2
15,68,6,7,2
32,66,1,10,2
18,27,10,7,2
15,26,6,10,1
20,49,12,7,2
21,55,11,10,1
32,68,7,14,1
36,62,3,3,2
38,47,6,1,2
37,43,3,4,2
19,76,2,5,2
27,33,11,12,1
32,50,7,1,2
17,50,6,13,1
36,61,4,5,2
18,39,7,14,1
39,65,8,3,2
15,50,3,1,2
21,43,6,11,1
35,21,5,9,2
27,74,12,7,2
21,32,9,3,2
22,24,4,6,2
19,38,12,6,2
18,33,11,13,1
15,44,10,9,0
20,43,11,2,2
40,37,12,8,2
28,36,3,3,2
26,22,11,11,1
40,21,10,10,2
38,63,6,4,2
16,64,2,9,2
20,28,1,7,2
35,61,2,2,2
30,74,9,10,2
29,42,8,11,1
39,68,12,2,2
38,64,1,4,2
36,80,4,10,2
38,78,11,7,2
29,41,4,4,2
21,22,10,5,2
24,62,7,9,2
29,31,11,4,2
28,70,3,9,2
16,29,3,5,2
35,31,9,14,2
29,27,10,3,2
26,53,7,7,2
40,24,9,5,2
21,26,11,5,2
40,63,2,7,2
37,78,12,12,2
18,34,7,1,2
17,73,6,14,2
38,23,10,13,2
20,30,2,2,2
24,47,1,14,2
28,35,8,1,2
23,37,9,3,2
15,42,10,14,1
20,51,11,11,1
25,36,10,1,2
40,26,7,6,2
27,45,1,2,2
35,31,10,13,2
25,80,9,7,2
31,40,2,11,2
24,66,12,9,2
28,80,9,10,2
36,68,9,11,2
30,48,7,12,1
16,56,8,11,1
21,31,2,13,2
17,79,3,3,2
33,65,4,1,2
24,36,3,11,2
17,75,9,6,2
18,70,3,1,2
20,34,8,8,0
40,68,5,11,2
18,30,4,11,2
24,72,1,14,2
25,73,4,13,2
36,24,3,12,2
28,43,3,7,2
16,36,1,13,2
23,50,1,3,2
17,51,5,7,2
24,51,2,11,2
31,31,4,14,2
19,52,1,4,2
37,70,5,7,2
39,68,12,7,2
31,79,10,14,2
17,24,6,14,1
22,71,9,13,2
32,65,12,11,1
32,66,6,1,2
36,69,3,13,2
31,63,1,14,2
30,58,1,13,2
33,22,7,11,1
22,34,7,8,2
21,28,4,14,2
23,77,3,1,2
19,39,2,10,2
27,73,6,2,2
17,30,11,4,2
15,31,10,2,2
27,72,8,14,2
36,35,5,8,2
25,36,1,10,2
36,67,3,14,2
31,65,8,1,2
28,40,5,11,2
17,52,11,8,2
37,55,11,3,2
24,79,5,11,2
22,33,7,1,2
36,72,9,4,2
36,60,1,13,2
36,75,5,7,2
26,65,1,2,2
40,33,11,3,2
22,67,11,11,1
40,42,9,10,2
23,72,10,3,2
22,78,11,7,2
15,63,8,2,2
17,61,4,4,2
17,41,3,5,2
23,45,12,12,1
16,28,3,5,2
29,34,11,4,2
33,22,9,11,1
29,74,9,7,2
37,37,2,13,2
36,44,11,11,2
29,66,12,5,2
35,24,2,6,2
15,56,12,12,1
25,76,2,2,2
33,56,4,11,2
26,59,10,5,2
30,69,11,14,1
30,79,7,14,2
31,69,11,6,2
35,57,5,3,2
27,23,7,11,1
24,80,6,4,2
30,33,2,13,2
16,75,1,11,2
22,27,5,11,2
24,76,4,9,2
31,69,4,13,2
29,63,3,3,2
15,30,9,13,1
37,70,6,2,2
29,73,5,1,2
34,55,3,4,2
20,62,11,14,1
30,49,2,14,2
16,26,7,5,2
23,41,4,8,2
33,51,3,1,2
27,25,11,9,0
27,68,4,8,2
26,27,6,6,2
23,57,11,2,2
36,22,11,11,2
39,59,3,5,2
16,36,7,9,2
31,49,5,14,2
18,76,7,3,2
20,43,4,8,2
25,52,11,2,2
30,74,3,13,2
28,55,8,8,2
30,29,10,11,1
37,66,11,5,2
40,35,7,5,2
38,54,8,12,2
24,25,2,3,2
39,45,2,10,2
22,59,4,13,2
18,41,9,12,1
31,74,9,13,2
30,20,2,13,2
24,53,1,4,2
20,47,3,3,2
22,75,10,7,2
39,38,3,5,2
24,48,4,2,2
16,54,8,4,2
18,72,10,4,2
28,36,1,7,2
20,27,8,11,1
24,25,12,9,0
26,34,5,1,2
18,24,6,14,1
28,57,3,3,2
31,33,4,12,2
31,76,5,8,2
16,44,10,8,0
18,56,1,3,2
26,43,8,6,2
17,31,3,6,2
17,53,12,12,1
23,58,5,12,2
38,70,11,11,2
39,76,6,2,2
27,21,10,14,1
23,59,1,13,2
31,80,6,6,2
20,34,11,4,2
40,64,9,2,2
15,41,10,5,2
36,58,8,7,2
34,40,4,12,2
28,77,8,9,2
19,74,3,10,2
15,55,8,6,2
36,40,3,1,2
35,20,5,2,2
24,63,1,8,2
31,48,6,3,2
33,44,6,9,2
28,51,8,13,1
33,70,8,6,2
28,35,1,11,2
20,22,6,1,2
36,39,11,11,2
35,32,9,5,2
15,26,2,10,2
15,75,4,6,2
40,47,8,14,2
36,68,2,2,2
28,72,1,7,2
32,66,5,8,2
22,74,5,6,2
31,41,4,8,2
31,43,12,10,1
31,28,9,11,1
19,30,3,13,2
18,39,4,6,2
37,74,11,10,2
20,28,8,6,2
36,69,12,1,2
38,40,9,6,2
20,40,4,2,2
15,37,11,5,2
15,76,7,5,2
33,44,1,11,2
33,63,8,7,2
20,76,7,1,2
30,25,4,6,2
36,30,11,8,2
17,37,11,6,2
34,34,5,6,2
34,31,8,10,1
15,43,8,14,1
27,24,3,1,2
35,47,2,3,2
23,35,3,1,2
26,68,7,7,2
23,80,10,5,2
39,60,12,11,2
27,20,9,3,2
23,54,2,9,2
16,27,2,11,2
31,42,9,9,2
18,73,5,6,2
29,66,6,4,2
21,51,2,2,2
29,68,8,13,1
40,20,6,7,2
28,48,1,4,2
29,60,8,6,2
39,23,7,10,2
26,45,10,12,1
21,68,6,1,2
39,73,3,13,2
31,31,6,10,1
23,51,4,3,2
26,39,7,3,2
21,71,9,6,2
20,38,10,1,2
35,57,8,1,2
22,41,12,9,0
31,44,12,8,2
32,51,6,5,2
37,42,12,2,2
23,21,10,2,2
21,59,11,1,2
15,67,4,7,2
23,24,4,13,2
16,35,11,6,2
39,43,10,9,2
22,78,10,7,2
16,35,10,3,2
25,52,12,8,2
39,29,12,1,2
33,21,4,2,2
33,58,1,1,2
15,76,8,11,2
39,41,8,3,2
33,44,8,10,1
29,75,8,14,2
19,70,4,14,2
23,38,5,6,2
32,21,8,8,2
38,50,11,4,2
31,28,6,5,2
18,78,11,14,2
22,48,2,13,2
38,36,1,2,2
20,32,2,11,2
39,44,12,4,2
28,66,5,12,2
37,56,2,6,2
26,31,11,4,2
16,68,10,11,1
20,25,11,12,1
15,49,7,13,1
34,33,8,5,2
32,58,1,9,2
34,36,3,2,2
18,42,3,10,2
21,73,10,3,2
23,24,1,10,2
23,77,10,10,2
16,33,3,5,2
20,27,4,11,2
27,72,4,7,2
28,30,9,1,2
21,27,3,2,2
27,57,8,7,2
29,74,10,14,2
21,79,10,11,2
33,78,3,8,2
24,54,4,6,2
26,42,5,8,2
20,63,10,9,2
16,43,12,7,2
29,37,12,14,1
21,38,4,2,2
22,73,5,1,2
23,70,12,14,2
16,27,11,6,2
27,20,8,8,0
37,67,10,5,2
33,65,11,1,2
40,28,10,12,2
36,48,12,6,2
37,32,3,14,2
30,35,3,14,2
36,39,11,1,2
29,67,11,8,2
39,78,6,12,2
32,41,4,7,2
37,33,11,3,2
24,74,1,14,2
16,54,11,4,2
25,47,9,2,2
29,44,4,4,2
30,78,6,1,2
15,21,10,5,2
40,67,6,6,2
24,38,4,7,2
29,44,4,7,2
37,41,9,4,2
35,30,5,1,2
35,66,7,2,2
35,49,12,11,2
21,53,3,9,2
36,61,10,9,2
24,25,8,3,2
29,36,1,4,2
16,70,4,1,2
20,48,8,14,1
18,63,9,2,2
24,44,11,3,2
28,71,10,11,2
37,20,1,13,2
24,68,7,4,2
20,54,10,3,2
26,20,5,8,2
27,74,2,14,2
27,66,4,1,2
29,61,8,1,2
39,74,11,11,2
36,47,8,3,2
26,52,3,11,2
40,65,10,1,2
22,23,12,11,1
30,31,10,14,1
28,47,5,11,2
38,56,5,3,2
37,26,12,7,2
19,20,8,10,1
32,22,3,3,2
15,74,2,4,2
24,55,3,4,2
29,57,10,1,2
30,33,11,2,2
31,75,2,6,2
36,73,3,14,2
34,61,9,5,2
22,59,9,5,2
27,74,11,12,2
36,73,1,4,2
17,27,10,3,2
29,52,1,1,2
37,63,9,14,2
28,24,8,13,1
30,63,11,11,1
39,35,7,10,2
39,54,3,11,2
26,40,2,7,2
15,41,10,12,1
32,67,4,10,2
35,64,6,1,2
22,33,4,14,2
40,63,3,12,2
32,24,3,8,2
23,31,2,4,2
19,24,3,12,2
25,36,1,6,2
20,70,6,10,2
21,39,4,4,2
22,52,8,10,1
33,35,3,14,2
31,62,8,3,2
32,50,5,7,2
16,53,6,9,2
38,36,12,4,2
37,34,6,12,2
19,30,12,9,0
30,67,6,13,1
38,42,1,14,2
31,63,10,9,2
40,37,2,10,2
31,69,2,13,2
35,39,1,6,2
20,75,2,6,2
34,56,7,3,2
37,70,6,3,2
32,58,12,12,1
27,54,12,4,2
31,54,6,5,2
19,56,5,9,2
23,69,12,5,2
16,26,12,10,1
30,56,2,2,2
24,69,12,1,2
25,66,2,3,2
28,53,12,9,2
28,34,10,13,1
20,73,4,8,2
18,56,1,8,2
30,79,1,5,2
19,37,11,2,2
26,24,8,13,1
28,64,6,6,2
24,45,2,9,2
35,47,4,3,2
36,31,2,1,2
28,78,11,7,2
27,68,12,4,2
32,22,2,2,2
15,80,4,14,2
25,32,2,13,2
18,36,7,4,2
36,40,11,1,2
28,50,12,11,1
19,57,1,1,2
23,40,11,13,1
32,67,5,3,2
16,52,10,3,2
27,55,2,5,2
29,25,8,2,2
20,34,7,12,1
35,55,5,7,2
30,80,11,6,2
22,32,11,13,1
28,20,4,1,2
23,67,10,13,1
21,45,10,9,0
16,48,4,2,2
25,37,10,8,0
39,20,8,3,2
27,78,1,4,2
22,52,1,10,2
17,28,8,10,1
25,46,3,1,2
18,29,10,10,1
22,43,1,1,2
40,69,4,1,2
20,59,6,11,1
32,54,2,13,2
30,65,8,8,2
36,55,5,5,2
28,37,10,14,1
35,32,5,9,2
19,38,9,3,2
35,26,10,14,2
38,29,9,4,2
20,80,6,7,2
38,55,1,5,2
33,79,8,1,2
40,46,5,3,2
23,28,9,12,1
21,48,12,7,2
27,33,3,14,2
39,59,9,13,2
38,34,6,3,2
27,80,8,8,2
31,33,11,5,2
20,27,9,11,1
15,50,2,9,2
24,36,1,14,2
36,37,10,5,2
24,57,10,6,2
25,69,10,11,1
36,23,1,2,2
17,36,11,2,2
24,40,2,7,2
37,66,8,6,2
20,56,1,1,2
30,32,3,4,2
15,70,12,1,2
27,25,10,6,2
17,43,4,3,2
22,74,7,5,2
39,44,7,6,2
31,57,1,4,2
17,22,4,2,2
19,69,5,12,2
29,60,7,6,2
19,44,9,2,2
23,39,12,1,2
39,44,9,2,2
30,70,6,6,2
40,64,8,9,2
29,72,11,11,2
35,36,3,6,2
18,62,3,12,2
38,59,10,6,2
19,33,4,1,2
33,30,9,11,1
21,39,7,11,1
28,44,8,11,1
27,22,4,14,2
37,49,9,3,2
33,26,2,3,2
30,50,9,4,2
30,78,8,9,2
20,39,7,4,2
40,69,11,8,2
37,35,9,10,2
37,80,4,1,2
25,23,6,9,2
24,64,1,4,2
31,48,2,13,2
17,22,1,14,2
33,40,8,11,1
24,80,12,12,2
20,75,6,9,2
24,78,2,2,2
16,77,12,8,2
20,20,11,2,2
20,40,5,6,2
20,34,10,10,1
40,33,10,10,2
19,68,8,8,2
35,23,5,4,2
19,52,7,2,2
16,73,2,14,2
16,66,10,3,2
30,69,11,2,2
36,58,7,7,2
15,27,11,12,1
27,29,10,5,2
40,75,5,9,2
37,35,1,12,2
25,22,3,3,2
32,49,7,13,1
35,72,12,6,2
26,77,9,14,2
39,79,10,7,2
15,77,3,11,2
21,43,6,1,2
34,61,3,8,2
23,32,1,9,2
34,78,1,14,2
38,66,10,4,2
34,49,6,4,2
39,71,4,7,2
28,30,10,7,2
21,70,4,13,2
36,61,3,6,2
31,54,2,2,2
35,49,12,3,2
16,54,7,6,2
23,59,7,11,1
27,21,4,9,2
19,77,8,6,2
31,50,6,2,2
40,60,6,10,2
29,23,5,10,2
38,20,12,9,2
24,22,6,3,2
20,68,1,10,2
32,62,3,14,2
28,72,3,13,2
37,77,8,9,2
16,65,4,13,2
20,61,1,6,2
33,32,7,1,2
38,74,4,2,2
33,30,5,4,2
33,75,10,13,2
22,26,4,11,2
35,33,4,7,2
34,73,8,2,2
27,70,7,11,2
24,33,9,11,1
30,77,4,9,2
30,49,8,11,1
18,67,8,6,2
22,79,6,10,2
35,27,1,10,2
37,26,11,9,2
39,65,7,7,2
40,78,3,6,2
39,28,8,5,2
17,33,8,1,2
20,27,6,3,2
28,23,7,12,1
19,24,11,1,2
30,66,11,1,2
39,54,6,14,2
26,51,1,7,2
17,65,3,6,2
24,68,10,9,2
20,77,6,8,2
31,68,1,3,2
20,73,6,11,2
31,34,12,1,2
19,61,4,12,2
27,24,8,4,2
24,49,5,13,2
34,32,7,10,1
40,65,8,4,2
26,74,7,3,2
26,48,11,12,1
38,56,12,8,2
34,43,6,7,2
29,60,6,2,2
30,77,7,8,2
24,64,3,9,2
40,56,5,7,2
36,58,1,7,2
21,73,9,1,2
27,21,6,13,1
15,20,12,3,2
17,63,1,12,2
38,44,3,4,2
34,73,2,1,2
28,42,3,4,2
35,27,3,2,2
21,37,1,4,2
40,67,1,13,2
20,51,11,10,1
34,37,5,1,2
22,80,7,9,2
17,65,1,3,2
17,63,12,1,2
21,50,10,11,1
34,22,9,5,2
31,44,4,9,2
24,59,8,9,2
36,29,4,8,2
31,47,12,5,2
38,62,7,1,2
29,71,7,7,2
40,68,12,2,2
18,35,10,8,0
31,62,9,9,2
31,31,1,10,2
29,79,8,9,2
37,65,4,12,2
26,21,8,9,0
26,40,11,6,2
18,50,8,8,2
39,77,1,6,2
33,75,2,12,2
40,49,7,9,2
23,40,2,7,2
19,61,3,6,2
16,43,6,5,2
35,46,11,11,2
23,54,9,9,2
34,63,4,1,2
36,70,5,4,2
28,41,3,13,2
17,67,8,3,2
26,77,1,1,2
26,72,9,7,2
19,56,5,1,2
28,65,10,11,1
21,38,4,6,2
15,25,4,6,2
23,80,1,7,2
38,28,3,2,2
34,20,2,11,2
30,67,2,13,2
32,25,11,8,2
28,74,9,5,2
36,69,7,13,2
34,50,4,11,2
20,29,6,14,1
20,44,10,10,1
32,49,1,8,2
25,80,9,8,2
38,30,8,9,2
16,42,1,7,2
29,62,2,1,2
33,73,5,10,2
22,31,8,6,2
37,58,11,3,2
33,28,12,9,2
34,39,11,11,1
30,58,3,9,2
19,30,6,5,2
20,40,10,3,2
37,50,4,8,2
25,23,11,1,2
31,23,7,1,2
38,45,8,6,2
39,23,9,2,2
28,63,2,2,2
15,53,8,14,1
21,44,9,4,2
36,23,7,9,2
19,55,3,13,2
23,20,8,5,2
39,26,9,14,2
24,62,5,10,2
28,72,2,13,2
29,72,10,2,2
23,54,11,12,1
37,25,7,4,2
30,47,8,4,2
26,73,11,5,2
27,32,11,8,0
17,72,12,9,2
34,70,10,3,2
17,48,1,11,2
16,75,11,12,2
28,56,3,2,2
20,43,4,8,2
35,59,12,10,2
35,44,2,9,2
31,69,8,11,1
21,30,3,8,2
20,55,7,10,1
16,40,5,5,2
25,77,8,6,2
25,22,8,11,1
25,50,11,2,2
38,50,10,2,2
20,35,1,1,2
37,73,6,11,2
17,51,11,6,2
31,71,1,11,2
32,59,5,5,2
32,43,5,6,2
24,60,1,13,2
31,79,4,10,2
21,78,8,11,2
15,49,7,1,2
20,54,12,2,2
20,44,11,3,2
34,78,2,2,2
26,66,8,5,2
34,34,5,12,2
21,35,8,9,0
37,38,1,4,2
28,55,9,8,2
33,62,7,1,2
26,42,9,7,2
23,23,3,13,2
26,22,8,5,2
16,73,10,8,2
38,48,10,11,2
28,76,4,11,2
32,29,1,11,2
36,36,10,12,2
26,64,5,13,2
19,39,10,13,1
20,39,8,4,2
37,38,11,6,2
20,46,2,14,2
39,68,4,9,2
27,46,12,1,2
17,73,8,5,2
35,53,3,9,2
30,48,9,1,2
20,65,4,3,2
40,33,7,3,2
32,52,7,5,2
40,72,5,3,2
23,42,11,3,2
15,49,11,12,1
27,24,2,11,2
17,40,12,3,2
33,28,7,8,2
32,71,2,2,2
17,72,11,14,2
32,69,8,3,2
29,21,11,12,1
32,37,3,3,2
20,59,3,7,2
15,43,10,9,0
35,45,3,4,2
18,25,8,2,2
25,44,3,11,2
29,30,11,7,2
15,42,2,10,2
40,43,2,2,2
23,25,3,5,2
20,40,4,14,2
28,50,2,4,2
29,21,7,12,1
36,34,4,14,2
27,51,3,7,2
20,34,8,4,2
22,56,4,5,2
23,56,6,4,2
25,67,1,7,2
26,41,2,3,2
19,21,5,12,2
37,57,6,7,2
22,67,10,9,2
25,69,12,5,2
17,36,5,8,2
26,70,2,5,2
32,23,11,4,2
17,64,12,6,2
32,61,10,3,2
36,38,8,3,2
40,72,10,13,2
15,72,2,2,2
15,21,6,8,2
20,47,5,2,2
25,59,8,10,1
32,26,5,10,2
29,80,9,1,2
33,50,1,3,2
15,35,1,7,2
15,38,3,13,2
17,74,6,3,2
22,69,1,8,2
37,36,4,8,2
36,73,7,13,2
21,57,1,14,2
25,53,12,11,1
40,60,11,2,2
19,31,9,11,1
33,63,2,6,2
25,40,3,3,2
34,74,7,5,2
34,74,3,10,2
37,37,7,14,2
15,76,4,2,2
24,79,9,6,2
39,62,3,14,2
20,45,3,1,2
25,77,6,10,2
32,27,9,6,2
34,51,8,11,1
22,80,12,4,2
34,28,7,6,2
29,68,2,11,2
30,68,7,7,2
24,76,12,7,2
34,28,10,12,1
35,41,4,6,2
19,60,11,4,2
18,42,10,5,2
38,59,5,7,2
35,40,5,5,2
19,63,8,10,1
36,32,9,9,2
38,21,6,11,2
33,80,4,2,2
28,67,6,7,2
29,80,8,1,2
25,63,11,8,2
25,50,6,11,1
26,48,3,4,2
17,54,5,12,2
40,55,6,2,2
39,39,1,1,2
30,30,10,3,2
37,20,5,9,2
23,38,11,4,2
32,53,3,9,2
22,46,12,9,0
33,50,2,8,2
36,50,5,9,2
16,63,11,7,2
16,42,11,6,2
33,67,2,12,2
32,37,4,1,2
27,41,12,9,0
30,32,8,1,2
32,31,5,3,2
39,35,11,10,2
28,45,5,5,2
25,44,1,6,2
19,40,9,4,2
26,43,12,14,1
34,68,8,14,1
32,50,10,12,1
20,62,12,14,1
24,41,6,2,2
15,73,12,6,2
24,33,12,3,2
33,66,4,5,2
31,61,8,9,2
38,53,11,12,2
38,78,2,2,2
18,63,8,12,1
37,49,11,5,2
15,68,2,13,2
34,67,1,5,2
31,31,5,8,2
